"old_la_code","new_la_code","la_name","urn","schname","measure","value","lowerci","upperci"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","ptrwm_exp","60%",NA,NA
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","readprog","1.6","-0.9","4.1"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","writprog","1.6","-0.7","3.9"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138299,"Saint Winefride's Catholic Voluntary Academy, Shepshed, Leicestershire","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","matprog","-3.2","-5.3","-1.1"
866,"E06000030","Swindon",138305,"Tregoze Primary School","matprog_fsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","matprog_notfsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","ptrwm_exp","81%",NA,NA
866,"E06000030","Swindon",138305,"Tregoze Primary School","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
866,"E06000030","Swindon",138305,"Tregoze Primary School","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
866,"E06000030","Swindon",138305,"Tregoze Primary School","readprog","0.1","-2.3","2.5"
866,"E06000030","Swindon",138305,"Tregoze Primary School","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","writprog","-0.1","-2.3","2.2"
866,"E06000030","Swindon",138305,"Tregoze Primary School","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138305,"Tregoze Primary School","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","matprog","-1.3","-2.7","0.2"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","matprog_fsm6cla1a","-1.1","-3.5","1.3"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","matprog_notfsm6cla1a","-1.4","-3.1","0.4"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","ptrwm_exp","66%",NA,NA
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","ptrwm_exp_fsm6cla1a","60%",NA,NA
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","ptrwm_exp_notfsm6cla1a","69%",NA,NA
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","readprog","-4.2","-5.8","-2.6"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","readprog_fsm6cla1a","-3.4","-6.2","-0.7"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","readprog_notfsm6cla1a","-4.6","-6.7","-2.6"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","writprog","-1.0","-2.5","0.5"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","writprog_fsm6cla1a","-1.9","-4.4","0.6"
866,"E06000030","Swindon",138306,"Rodbourne Cheney Primary School","writprog_notfsm6cla1a","-0.5","-2.4","1.3"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","matprog","-5.2","-7.3","-3.1"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","matprog_fsm6cla1a","-8.7","-12.2","-5.2"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","matprog_notfsm6cla1a","-3.4","-5.9","-0.8"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","ptrwm_exp","32%",NA,NA
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","ptrwm_exp_fsm6cla1a","10%",NA,NA
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","ptrwm_exp_notfsm6cla1a","44%",NA,NA
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","readprog","-5.8","-8.1","-3.4"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","readprog_fsm6cla1a","-9.0","-13.1","-5.0"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","readprog_notfsm6cla1a","-4.0","-7.0","-1.1"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","writprog","-1.5","-3.7","0.7"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","writprog_fsm6cla1a","-7.7","-11.4","-3.9"
866,"E06000030","Swindon",138308,"Mountford Manor Primary School","writprog_notfsm6cla1a","1.7","-1.0","4.4"
866,"E06000030","Swindon",138309,"Drove Primary School","matprog","1.5","0.3","2.7"
866,"E06000030","Swindon",138309,"Drove Primary School","matprog_fsm6cla1a","1.6","-1.0","4.3"
866,"E06000030","Swindon",138309,"Drove Primary School","matprog_notfsm6cla1a","1.4","0.1","2.8"
866,"E06000030","Swindon",138309,"Drove Primary School","ptrwm_exp","72%",NA,NA
866,"E06000030","Swindon",138309,"Drove Primary School","ptrwm_exp_fsm6cla1a","71%",NA,NA
866,"E06000030","Swindon",138309,"Drove Primary School","ptrwm_exp_notfsm6cla1a","72%",NA,NA
866,"E06000030","Swindon",138309,"Drove Primary School","readprog","0.2","-1.2","1.6"
866,"E06000030","Swindon",138309,"Drove Primary School","readprog_fsm6cla1a","1.3","-1.7","4.3"
866,"E06000030","Swindon",138309,"Drove Primary School","readprog_notfsm6cla1a","-0.1","-1.6","1.5"
866,"E06000030","Swindon",138309,"Drove Primary School","writprog","0.3","-1.0","1.5"
866,"E06000030","Swindon",138309,"Drove Primary School","writprog_fsm6cla1a","0.8","-2.0","3.6"
866,"E06000030","Swindon",138309,"Drove Primary School","writprog_notfsm6cla1a","0.1","-1.3","1.6"
879,"E06000026","Plymouth",138310,"Elburton Primary School","matprog","2.6","1.2","4.0"
879,"E06000026","Plymouth",138310,"Elburton Primary School","matprog_fsm6cla1a","2.6","-0.8","5.9"
879,"E06000026","Plymouth",138310,"Elburton Primary School","matprog_notfsm6cla1a","2.6","1.1","4.1"
879,"E06000026","Plymouth",138310,"Elburton Primary School","ptrwm_exp","71%",NA,NA
879,"E06000026","Plymouth",138310,"Elburton Primary School","ptrwm_exp_fsm6cla1a","70%",NA,NA
879,"E06000026","Plymouth",138310,"Elburton Primary School","ptrwm_exp_notfsm6cla1a","71%",NA,NA
879,"E06000026","Plymouth",138310,"Elburton Primary School","readprog","0.9","-0.7","2.5"
879,"E06000026","Plymouth",138310,"Elburton Primary School","readprog_fsm6cla1a","1.9","-1.9","5.7"
879,"E06000026","Plymouth",138310,"Elburton Primary School","readprog_notfsm6cla1a","0.7","-1.0","2.5"
879,"E06000026","Plymouth",138310,"Elburton Primary School","writprog","2.4","1.0","3.9"
879,"E06000026","Plymouth",138310,"Elburton Primary School","writprog_fsm6cla1a","2.5","-1.0","6.0"
879,"E06000026","Plymouth",138310,"Elburton Primary School","writprog_notfsm6cla1a","2.4","0.8","4.0"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","matprog","-1.6","-2.9","-0.2"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","matprog_fsm6cla1a","-1.3","-4.1","1.5"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","matprog_notfsm6cla1a","-1.7","-3.2","-0.1"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","ptrwm_exp","72%",NA,NA
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","ptrwm_exp_fsm6cla1a","67%",NA,NA
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","ptrwm_exp_notfsm6cla1a","73%",NA,NA
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","readprog","-0.1","-1.6","1.4"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","readprog_fsm6cla1a","-1.1","-4.4","2.1"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","readprog_notfsm6cla1a","0.2","-1.5","1.9"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","writprog","-1.0","-2.4","0.4"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","writprog_fsm6cla1a","-0.6","-3.6","2.4"
878,"E10000008","Devon",138315,"Pilton Bluecoat Church of England Academy","writprog_notfsm6cla1a","-1.2","-2.7","0.4"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","matprog","-4.6","-6.5","-2.6"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","matprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","matprog_notfsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","ptrwm_exp","66%",NA,NA
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","readprog","-1.2","-3.4","1.1"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","writprog","-1.5","-3.6","0.6"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138316,"St John Roman Catholic Primary School","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","matprog","-3.8","-5.7","-1.9"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","matprog_fsm6cla1a","-6.8","-11.1","-2.5"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","matprog_notfsm6cla1a","-3.1","-5.2","-0.9"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","ptrwm_exp","58%",NA,NA
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","ptrwm_exp_fsm6cla1a","50%",NA,NA
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","ptrwm_exp_notfsm6cla1a","59%",NA,NA
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","readprog","-2.6","-4.8","-0.4"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","readprog_fsm6cla1a","-0.1","-5.1","4.8"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","readprog_notfsm6cla1a","-3.2","-5.7","-0.8"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","writprog","-4.4","-6.4","-2.3"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","writprog_fsm6cla1a","-5.5","-10.1","-1.0"
919,"E10000015","Hertfordshire",138322,"Our Lady Catholic Primary School","writprog_notfsm6cla1a","-4.1","-6.4","-1.8"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","matprog","0.2","-1.9","2.3"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","matprog_fsm6cla1a","1.5","-2.3","5.2"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","matprog_notfsm6cla1a","-0.4","-3.0","2.2"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","ptrwm_exp","52%",NA,NA
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","ptrwm_exp_fsm6cla1a","13%",NA,NA
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","ptrwm_exp_notfsm6cla1a","71%",NA,NA
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","readprog","-2.5","-4.9","-0.1"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","readprog_fsm6cla1a","-4.0","-8.2","0.3"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","readprog_notfsm6cla1a","-1.8","-4.7","1.1"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","writprog","0.5","-1.7","2.7"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","writprog_fsm6cla1a","-2.9","-6.8","1.0"
925,"E10000019","Lincolnshire",138324,"Ruskington Chestnut Street Church of England Academy","writprog_notfsm6cla1a","2.1","-0.6","4.8"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","matprog","-0.2","-1.7","1.4"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","matprog_fsm6cla1a","-0.2","-2.4","2.1"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","matprog_notfsm6cla1a","-0.1","-2.4","2.1"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","ptrwm_exp","53%",NA,NA
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","ptrwm_exp_fsm6cla1a","50%",NA,NA
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","ptrwm_exp_notfsm6cla1a","56%",NA,NA
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","readprog","-1.4","-3.3","0.4"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","readprog_fsm6cla1a","-1.4","-3.9","1.2"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","readprog_notfsm6cla1a","-1.5","-4.1","1.1"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","writprog","-1.9","-3.5","-0.2"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","writprog_fsm6cla1a","-1.0","-3.4","1.4"
320,"E09000031","Waltham Forest",138325,"Chingford Hall Primary School","writprog_notfsm6cla1a","-2.7","-5.0","-0.4"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","matprog","2.5","0.6","4.5"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","matprog_fsm6cla1a","1.1","-2.7","4.8"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","matprog_notfsm6cla1a","3.1","0.8","5.3"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","ptrwm_exp","77%",NA,NA
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","ptrwm_exp_fsm6cla1a","75%",NA,NA
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","ptrwm_exp_notfsm6cla1a","77%",NA,NA
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","readprog","-0.9","-3.1","1.3"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","readprog_fsm6cla1a","-1.2","-5.5","3.1"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","readprog_notfsm6cla1a","-0.7","-3.3","1.9"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","writprog","3.3","1.3","5.4"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","writprog_fsm6cla1a","2.9","-1.1","6.8"
384,"E08000036","Wakefield",138332,"The Vale Primary Academy","writprog_notfsm6cla1a","3.5","1.1","5.9"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","matprog","-0.2","-1.6","1.2"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","matprog_fsm6cla1a","-1.1","-3.1","0.9"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","matprog_notfsm6cla1a","0.7","-1.3","2.7"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","ptrwm_exp","61%",NA,NA
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","ptrwm_exp_fsm6cla1a","47%",NA,NA
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","ptrwm_exp_notfsm6cla1a","76%",NA,NA
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","readprog","-0.4","-2.0","1.2"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","readprog_fsm6cla1a","-3.3","-5.6","-1.0"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","readprog_notfsm6cla1a","2.5","0.2","4.8"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","writprog","1.2","-0.3","2.7"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","writprog_fsm6cla1a","0.1","-2.0","2.2"
883,"E06000034","Thurrock",138334,"The Gateway Primary Free School","writprog_notfsm6cla1a","2.4","0.3","4.5"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","matprog","-2.3","-4.7","0.1"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","matprog_fsm6cla1a","-0.7","-4.7","3.3"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","matprog_notfsm6cla1a","-3.3","-6.3","-0.2"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","ptrwm_exp","65%",NA,NA
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","ptrwm_exp_fsm6cla1a","43%",NA,NA
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","ptrwm_exp_notfsm6cla1a","77%",NA,NA
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","readprog","-1.7","-4.5","1.0"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","readprog_fsm6cla1a","-1.5","-6.1","3.0"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","readprog_notfsm6cla1a","-1.8","-5.3","1.6"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","writprog","0.3","-2.3","2.8"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","writprog_fsm6cla1a","1.2","-3.0","5.4"
855,"E10000018","Leicestershire",138345,"Farndon Fields Primary School","writprog_notfsm6cla1a","-0.3","-3.5","3.0"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","matprog","0.5","-0.9","1.8"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","matprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","matprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","ptrwm_exp","71%",NA,NA
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","readprog","0.1","-1.5","1.6"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","writprog","-0.2","-1.7","1.2"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138346,"Meadowdale Primary School","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","matprog","-1.0","-2.6","0.7"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","matprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","matprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","ptrwm_exp","81%",NA,NA
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","readprog","-1.3","-3.2","0.6"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","writprog","-1.6","-3.3","0.1"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138347,"Ridgeway Primary Academy","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","matprog","0.2","-1.1","1.5"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","matprog_fsm6cla1a","-0.5","-2.5","1.5"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","matprog_notfsm6cla1a","0.7","-1.0","2.4"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","ptrwm_exp","65%",NA,NA
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","ptrwm_exp_fsm6cla1a","43%",NA,NA
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","ptrwm_exp_notfsm6cla1a","80%",NA,NA
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","readprog","-1.8","-3.3","-0.3"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","readprog_fsm6cla1a","-2.2","-4.5","0.1"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","readprog_notfsm6cla1a","-1.5","-3.4","0.4"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","writprog","-1.8","-3.1","-0.4"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","writprog_fsm6cla1a","-3.1","-5.2","-1.0"
855,"E10000018","Leicestershire",138348,"Parkland Primary School South Wigston","writprog_notfsm6cla1a","-0.8","-2.6","1.0"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","matprog","0.0","-1.2","1.1"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","matprog_fsm6cla1a","1.4","-2.3","5.2"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","matprog_notfsm6cla1a","-0.2","-1.4","1.0"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","ptrwm_exp","80%",NA,NA
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","ptrwm_exp_fsm6cla1a","78%",NA,NA
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","ptrwm_exp_notfsm6cla1a","80%",NA,NA
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","readprog","-0.1","-1.4","1.2"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","readprog_fsm6cla1a","-1.6","-5.9","2.7"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","readprog_notfsm6cla1a","0.1","-1.3","1.5"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","writprog","1.5","0.3","2.7"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","writprog_fsm6cla1a","1.8","-2.1","5.7"
883,"E06000034","Thurrock",138349,"Harris Primary Academy Chafford Hundred","writprog_notfsm6cla1a","1.5","0.2","2.8"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","matprog","0.7","-0.6","2.0"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","matprog_fsm6cla1a","0.6","-1.4","2.7"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","matprog_notfsm6cla1a","0.8","-0.9","2.4"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","ptrwm_exp","77%",NA,NA
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","ptrwm_exp_fsm6cla1a","70%",NA,NA
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","ptrwm_exp_notfsm6cla1a","81%",NA,NA
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","readprog","0.5","-1.0","1.9"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","readprog_fsm6cla1a","0.4","-1.9","2.8"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","readprog_notfsm6cla1a","0.5","-1.4","2.4"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","writprog","1.0","-0.4","2.3"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","writprog_fsm6cla1a","-0.7","-2.9","1.4"
891,"E10000024","Nottinghamshire",138353,"Cotgrave Candleby Lane School","writprog_notfsm6cla1a","2.1","0.4","3.9"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","matprog","-2.1","-4.0","-0.2"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","matprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","matprog_notfsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","ptrwm_exp","70%",NA,NA
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","ptrwm_exp_fsm6cla1a","SUPP",NA,NA
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","ptrwm_exp_notfsm6cla1a","SUPP",NA,NA
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","readprog","-1.1","-3.3","1.1"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","readprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","readprog_notfsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","writprog","0.4","-1.7","2.4"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","writprog_fsm6cla1a","SUPP","SUPP","SUPP"
919,"E10000015","Hertfordshire",138354,"St Thomas More Roman Catholic Primary School","writprog_notfsm6cla1a","SUPP","SUPP","SUPP"
372,"E08000018","Rotherham",138357,"Thurcroft Junior Academy","matprog","-0.7","-2.3","0.9"
372,"E08000018","Rotherham",138357,"Thurcroft Junior Academy","matprog_fsm6cla1a","-1.5","-3.8","0.8"
372,"E08000018","Rotherham",138357,"Thurcroft Junior Academy","matprog_notfsm6cla1a","0.0","-2.1","2.2"
372,"E08000018","Rotherham",138357,"Thurcroft Junior Academy","ptrwm_exp","54%",NA,NA
