ChainID,ChainName,URN,JoinedDate,TrustID,TrustName
SP01474,ARCHDIOCESE OF SOUTHWARK,105135,01/09/2005,TR02144,ST PAUL'S ACADEMY LIMITED
SP00057,GRACE FOUNDATION,129342,01/09/2006,TR00883,GRACE ACADEMY
SP00572,THE WHITE HORSE FEDERATION,130247,01/02/2018,TR02468,THE WHITE HORSE FEDERATION
SP00221,ENDEAVOUR ACADEMIES TRUST,130908,01/09/2005,TR01370,ENDEAVOUR ACADEMIES TRUST
SP00197,DIXONS ACADEMIES CHARITABLE TRUST LTD,130909,01/09/2005,TR00671,DIXONS ACADEMIES CHARITABLE TRUST LTD
SP00592,UNITED LEARNING TRUST,130912,01/09/2006,TR02343,UNITED LEARNING TRUST
SP00285,JACK PETCHEY,131062,01/09/2006,TR01640,PETCHEY ACADEMY
SP00799,NORTHERN SCHOOLS TRUST,131065,01/09/2006,TR01530,NORTHERN SCHOOLS TRUST
SP00227,EXILARCH'S FOUNDATION,131262,01/09/2006,TR02454,THE WESTMINSTER ACADEMY (WESTBOURNE GREEN)
SP00591,UBS,131609,06/09/2007,TR00293,"THE BRIDGE ACADEMY, HACKNEY"
SP00257,HARRIS FEDERATION,131747,01/09/2006,TR00968,HARRIS FEDERATION
SP00592,UNITED LEARNING TRUST,131749,01/09/2006,TR02343,UNITED LEARNING TRUST
SP00002,ARK SCHOOLS,131752,01/09/2006,TR00081,ARK SCHOOLS
SP00592,UNITED LEARNING TRUST,131895,01/09/2006,TR02343,UNITED LEARNING TRUST
SP00592,UNITED LEARNING TRUST,131896,01/09/2006,TR02343,UNITED LEARNING TRUST
SP00257,HARRIS FEDERATION,131897,01/09/2006,TR00968,HARRIS FEDERATION
SP00257,HARRIS FEDERATION,132711,01/09/2006,TR00968,HARRIS FEDERATION
SP00592,UNITED LEARNING TRUST,132727,01/09/2006,TR02343,UNITED LEARNING TRUST
SP00238,GATEWAY LEARNING COMMUNITY,133114,01/09/2006,TR00842,GATEWAY LEARNING COMMUNITY
SP00249,GREIG TRUST,133386,01/09/2002,TR00916,GREIG CITY ACADEMY
SP00576,THOMAS TELFORD SCHOOL,133697,01/09/2017,TR01870,THOMAS TELFORD MULTI ACADEMY TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),133768,01/01/2012,TR02344,UNITY CITY ACADEMY TRUST
SP00096,EDUCATION DEVELOPMENT TRUST,134003,01/09/2006,TR00429,CFBT SCHOOLS TRUST
SP00128,CITY OF LONDON ACADEMIES TRUST,134222,01/09/2003,TR00514,CITY OF LONDON ACADEMIES TRUST
SP00220,EMMANUEL SCHOOLS FOUNDATION,134223,01/08/2016,TR03704,EMMANUEL SCHOOLS FOUNDATION
SP00592,UNITED LEARNING TRUST,134224,01/09/2003,TR02343,UNITED LEARNING TRUST
SP00257,HARRIS FEDERATION,134225,03/06/2003,TR00968,HARRIS FEDERATION
SP00466,SIR FRANK LOWE,134226,01/09/2003,TR00388,THE CAPITAL CITY ACADEMY TRUST
SP00198,DJANOGLY LEARNING TRUST,134253,01/09/2003,TR00672,DJANOGLY LEARNING TRUST
SP00392,OASIS COMMUNITY LEARNING,134311,01/09/2007,TR01553,OASIS COMMUNITY LEARNING
SP00172,DIOCESE OF LONDON,134314,01/09/2007,TR02103,THE ST MARY MAGDALENE ACADEMY
SP00011,ALEC REED,134369,01/09/2003,TR00039,THE ALEC REED ACADEMY
SP00364,THE MOSSBOURNE FEDERATION,134693,01/09/2004,TR01460,THE MOSSBOURNE FEDERATION
SP00410,AIM ACADEMIES TRUST,134798,01/09/2004,TR00131,AIM ACADEMIES TRUST
SP00592,UNITED LEARNING TRUST,134814,01/09/2004,TR02343,UNITED LEARNING TRUST
SP00592,UNITED LEARNING TRUST,134815,01/09/2004,TR02343,UNITED LEARNING TRUST
SP00576,THOMAS TELFORD SCHOOL,134993,01/09/2006,TR01870,THOMAS TELFORD MULTI ACADEMY TRUST
SP00142,DAVID MELLER,135004,01/09/2005,TR00963,HAREFIELD ACADEMY TRUST
SP00220,EMMANUEL SCHOOLS FOUNDATION,135007,01/08/2016,TR03704,EMMANUEL SCHOOLS FOUNDATION
SP00251,THE HABERDASHERS' LIVERY COMPANY,135070,01/09/2005,TR00933,HABERDASHERS' ASKE'S FEDERATION TRUST
SP00592,UNITED LEARNING TRUST,135071,01/09/2005,TR02343,UNITED LEARNING TRUST
SP00251,THE HABERDASHERS' LIVERY COMPANY,135073,01/09/2005,TR00933,HABERDASHERS' ASKE'S FEDERATION TRUST
SP00310,LANDAU FORTE CHARITABLE TRUST,135120,01/09/2006,TR01273,LANDAU FORTE CHARITABLE TRUST
SP00576,THOMAS TELFORD SCHOOL,135149,01/09/2017,TR01870,THOMAS TELFORD MULTI ACADEMY TRUST
SP00461,SHIRELAND COLLEGIATE ACADEMY TRUST,135170,01/09/2007,TR00543,SHIRELAND COLLEGIATE ACADEMY TRUST
SP00242,GIRLS' DAY SCHOOL TRUST (GDST),135174,01/09/2007,TR00844,GDST ACADEMY TRUST
SP00392,OASIS COMMUNITY LEARNING,135176,01/09/2007,TR01553,OASIS COMMUNITY LEARNING
SP00392,OASIS COMMUNITY LEARNING,135209,01/09/2007,TR01553,OASIS COMMUNITY LEARNING
SP00560,ORMISTON ACADEMIES TRUST,135234,03/09/2007,TR01577,ORMISTON ACADEMIES TRUST
SP00002,ARK SCHOOLS,135242,05/09/2007,TR00081,ARK SCHOOLS
SP00257,HARRIS FEDERATION,135249,03/09/2007,TR00968,HARRIS FEDERATION
SP00592,UNITED LEARNING TRUST,135262,01/09/2007,TR02343,UNITED LEARNING TRUST
SP00145,TDA EDUCATION TRUST,135263,10/09/2007,TR02279,THOMAS DEACON EDUCATION TRUST
SP01474,ARCHDIOCESE OF SOUTHWARK,135264,01/09/2007,TR02123,ST MATTHEW ACADEMY
SP00471,THE SKINNERS' COMPANY,135290,01/07/2015,TR01408,THE MARSH ACADEMY
SP00143,THE DAVID ROSS EDUCATION TRUST,135294,01/09/2007,TR00633,THE DAVID ROSS EDUCATION TRUST
SP00083,CABOT LEARNING FEDERATION,135295,01/09/2007,TR00367,CABOT LEARNING FEDERATION
SP00592,UNITED LEARNING TRUST,135296,01/09/2007,TR02343,UNITED LEARNING TRUST
SP00316,LEIGH ACADEMIES TRUST,135297,01/09/2007,TR01302,LEIGH ACADEMIES TRUST
SP00083,CABOT LEARNING FEDERATION,135300,01/09/2007,TR00367,CABOT LEARNING FEDERATION
SP01398,EDUCATION FOR THE 21ST CENTURY,135305,01/01/2018,TR00727,EDUCATION FOR THE 21ST CENTURY
SP00076,THE BROOKE WESTON TRUST,135306,01/09/2008,TR00327,THE BROOKE WESTON TRUST
SP00257,HARRIS FEDERATION,135311,01/09/2007,TR00968,HARRIS FEDERATION
SP00173,DIOCESE OF MANCHESTER,135313,01/09/2007,TR02004,MIDDLETON ACADEMY LIMITED
SP00159,DIOCESE OF DURHAM,135314,01/09/2007,TR01996,ST AIDAN'S CHURCH OF ENGLAND ACADEMY LIMITED
SP00002,ARK SCHOOLS,135315,01/09/2007,TR00081,ARK SCHOOLS
SP00330,PROSPECT EDUCATION (TECHNOLOGY) TRUST LIMITED,135316,01/09/2007,TR01693,PROSPECT EDUCATION (TECHNOLOGY) TRUST LIMITED
SP00076,THE BROOKE WESTON TRUST,135317,01/09/2008,TR00327,THE BROOKE WESTON TRUST
SP00057,GRACE FOUNDATION,135335,02/09/2008,TR00883,GRACE ACADEMY
TR00132,THE SHARED LEARNING TRUST,135337,01/03/2015,TR00132,THE SHARED LEARNING TRUST
TR00132,THE SHARED LEARNING TRUST,135338,01/03/2015,TR00132,THE SHARED LEARNING TRUST
SP00592,UNITED LEARNING TRUST,135364,01/09/2007,TR02343,UNITED LEARNING TRUST
SP00592,UNITED LEARNING TRUST,135365,01/09/2007,TR02343,UNITED LEARNING TRUST
SP01712,THE DIOCESE OF WEST YORKSHIRE AND THE DALES,135367,01/11/2015,TR00276,BRADFORD ACADEMY TRUST
SP00127,FUTURE SCHOOLS TRUST,135371,03/09/2007,TR00835,FUTURE SCHOOLS TRUST
SP00127,FUTURE SCHOOLS TRUST,135372,03/09/2007,TR00835,FUTURE SCHOOLS TRUST
SP00002,ARK SCHOOLS,135389,01/09/2008,TR00081,ARK SCHOOLS
SP00307,THE LAIDLAW SCHOOLS TRUST,135423,13/12/2010,TR01268,THE LAIDLAW SCHOOLS TRUST
SP00420,"QUAERERE ACADEMY TRUST, (Q3 ACADEMY - ERIC AND GRACE PAYNE)",135449,01/09/2008,TR01702,QUAERERE ACADEMIES TRUST
SP00172,DIOCESE OF LONDON,135507,01/11/2016,TR02545,WREN ACADEMY
SP00370,GREAT ACADEMIES EDUCATION TRUST,135508,01/09/2008,TR00893,GREAT ACADEMIES EDUCATION TRUST
SP00172,DIOCESE OF LONDON,135531,01/09/2009,TR00462,THE CHELSEA ACADEMY (A SCIENCE ACADEMY)
SP00418,THE PRIORY FEDERATION OF ACADEMIES,135563,01/09/2008,TR01688,THE PRIORY FEDERATION OF ACADEMIES
SP00418,THE PRIORY FEDERATION OF ACADEMIES,135564,01/09/2008,TR01688,THE PRIORY FEDERATION OF ACADEMIES
SP00418,THE PRIORY FEDERATION OF ACADEMIES,135565,01/09/2008,TR01688,THE PRIORY FEDERATION OF ACADEMIES
SP01145,CATHEDRAL SCHOOLS TRUST,135575,01/09/2008,TR00307,CATHEDRAL SCHOOLS TRUST
SP00010,ALDRIDGE EDUCATION,135580,02/09/2008,TR00628,ALDRIDGE EDUCATION
SP00351,"MERCHANT VENTURERS, THE SOCIETY OF",135581,01/09/2008,TR00546,VENTURERS TRUST
SP00251,THE HABERDASHERS' LIVERY COMPANY,135582,01/09/2008,TR00932,HABERDASHERS' ADAMS' FEDERATION TRUST
SP00448,SAMWORTH BROTHERS,135583,01/09/2008,TR01864,THE SAMWORTH CHURCH ACADEMY
SP00002,ARK SCHOOLS,135584,01/09/2008,TR00081,ARK SCHOOLS
SP00128,CITY OF LONDON ACADEMIES TRUST,135587,01/09/2008,TR00515,CITY OF LONDON ACADEMY ISLINGTON LIMITED
SP00351,"MERCHANT VENTURERS, THE SOCIETY OF",135597,01/09/2008,TR00546,VENTURERS TRUST
SP00196,DIOCESE OF YORK EDUCATIONAL TRUST,135598,01/09/2008,TR00076,SENTAMU ACADEMY LEARNING TRUST
SP00441,RSA ACADEMIES,135599,01/09/2008,TR01764,CENTRAL RSA ACADEMIES TRUST
SP00002,ARK SCHOOLS,135600,30/09/2008,TR00081,ARK SCHOOLS
SP00220,EMMANUEL SCHOOLS FOUNDATION,135619,01/08/2016,TR03704,EMMANUEL SCHOOLS FOUNDATION
SP00592,UNITED LEARNING TRUST,135620,01/09/2014,TR02343,UNITED LEARNING TRUST
SP00592,UNITED LEARNING TRUST,135621,01/09/2014,TR02343,UNITED LEARNING TRUST
SP00392,OASIS COMMUNITY LEARNING,135628,01/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP00392,OASIS COMMUNITY LEARNING,135629,01/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP00316,LEIGH ACADEMIES TRUST,135630,01/09/2008,TR01302,LEIGH ACADEMIES TRUST
SP00470,THE ARBIB FOUNDATION,135631,01/09/2008,TR01276,THE LANGLEY ACADEMY TRUST
SP00390,NUCLEAR DECOMMISSIONING AUTHORITY - SELLAFIELD,135632,01/09/2008,TR02433,WEST LAKES MULTI ACADEMY TRUST
SP00592,UNITED LEARNING TRUST,135649,01/09/2008,TR02343,UNITED LEARNING TRUST
SP00177,THE DIOCESE OF NORWICH EDUCATION AND ACADEMIES TRUST,135650,01/09/2014,TR00663,THE DIOCESE OF NORWICH EDUCATION AND ACADEMIES TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),135651,01/09/2008,TR00008,ACADEMIES ENTERPRISE TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),135652,01/09/2008,TR00008,ACADEMIES ENTERPRISE TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),135653,01/09/2008,TR00008,ACADEMIES ENTERPRISE TRUST
SP00392,OASIS COMMUNITY LEARNING,135654,02/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP00392,OASIS COMMUNITY LEARNING,135661,01/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP01953,THE BISHOP ANTHONY EDUCATIONAL TRUST,135662,01/12/2016,TR00210,THE BISHOP ANTHONY EDUCATIONAL TRUST
SP00392,OASIS COMMUNITY LEARNING,135663,01/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP00134,CREATIVE EDUCATION TRUST,135665,01/09/2018,TR00604,CREATIVE EDUCATION TRUST
SP00392,OASIS COMMUNITY LEARNING,135671,01/09/2008,TR01553,OASIS COMMUNITY LEARNING
SP00512,STEINER WALDORF,135672,01/09/2008,TR02185,"STEINER ACADEMY, HEREFORD"
SP00170,DIOCESE OF LINCOLN,135674,05/09/2008,TR02092,"THE ST LAWRENCE ACADEMY, SCUNTHORPE"
SP00179,DIOCESE OF OXFORD,135675,01/09/2008,TR01589,THE OXFORD ACADEMY TRUST
SP00236,FUTURE ACADEMIES,135676,01/09/2008,TR00834,FUTURE ACADEMIES
SP00257,HARRIS FEDERATION,135677,02/09/2008,TR00968,HARRIS FEDERATION
SP00392,OASIS COMMUNITY LEARNING,135721,01/01/2014,TR01553,OASIS COMMUNITY LEARNING
SP00651,WOODARD ACADEMIES TRUST,135744,01/09/2009,TR02518,WOODARD ACADEMIES TRUST
SP00651,WOODARD ACADEMIES TRUST,135745,01/09/2009,TR02518,WOODARD ACADEMIES TRUST
SP00592,UNITED LEARNING TRUST,135760,01/01/2009,TR02343,UNITED LEARNING TRUST
SP00580,NOVA EDUCATION TRUST,135761,01/04/2017,TR02306,NOVA EDUCATION TRUST
SP00560,ORMISTON ACADEMIES TRUST,135769,01/01/2009,TR01577,ORMISTON ACADEMIES TRUST
SP00224,ESSA FOUNDATION,135770,05/01/2009,TR00754,ESSA FOUNDATION ACADEMIES TRUST
SP00626,WELLINGTON COLLEGE,135804,01/09/2009,TR02417,WELLINGTON COLLEGE ACADEMY TRUST
SP00257,HARRIS FEDERATION,135816,04/09/2009,TR00968,HARRIS FEDERATION
SP00384,NORTHUMBRIAN WATER,135818,07/09/2009,TR00410,CASTLE VIEW ENTERPRISE ACADEMY
SP00128,CITY OF LONDON ACADEMIES TRUST,135835,01/09/2009,TR00511,"THE CITY ACADEMY, HACKNEY"
SP00531,TAMESIDE COLLEGE,135864,01/09/2009,TR00689,DROYLSDEN ACADEMY
SP00197,DIXONS ACADEMIES CHARITABLE TRUST LTD,135866,01/09/2009,TR00671,DIXONS ACADEMIES CHARITABLE TRUST LTD
SP01667,THE ALTIUS TRUST,135874,01/11/2016,TR01386,THE ALTIUS TRUST
SP00340,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,135875,01/09/2009,TR01387,MANCHESTER HEALTH ACADEMY
SP00142,DAVID MELLER,135876,01/09/2016,TR00361,THE MELLER EDUCATIONAL TRUST
SP00242,GIRLS' DAY SCHOOL TRUST (GDST),135877,01/09/2009,TR00844,GDST ACADEMY TRUST
SP00383,NORTHERN EDUCATION TRUST,135878,01/10/2014,TR01527,NORTHERN EDUCATION TRUST
SP00179,DIOCESE OF OXFORD,135879,01/09/2009,TR00120,THE AYLESBURY VALE ACADEMY
SP00248,GREENWOOD ACADEMIES TRUST,135881,01/09/2009,TR00914,GREENWOOD ACADEMIES TRUST
SP00175,DIOCESE OF NEWCASTLE,135886,01/09/2009,TR01533,NORTHUMBERLAND CHURCH OF ENGLAND ACADEMY TRUST
SP00471,THE SKINNERS' COMPANY,135888,01/09/2009,TR02271,THE SKINNERS' KENT ACADEMY
SP00511,STANTON LANE TRUST,135895,01/09/2009,TR00143,THE BASILDON ACADEMIES
SP00511,STANTON LANE TRUST,135897,01/09/2009,TR00143,THE BASILDON ACADEMIES
SP00386,TRANSFORMING EDUCATION IN NORFOLK (THE TEN GROUP),135904,01/09/2009,TR00510,CITY ACADEMY NORWICH
SP00206,E-ACT,135907,01/09/2009,TR00699,E-ACT
SP00206,E-ACT,135911,01/09/2009,TR00699,E-ACT
SP00588,TUDOR GRANGE ACADEMIES TRUST,135913,01/09/2009,TR02332,TUDOR GRANGE ACADEMIES TRUST
SP00206,E-ACT,135934,01/09/2009,TR00699,E-ACT
SP00315,WHITE ROSE ACADEMIES TRUST,135935,07/01/2013,TR02700,WHITE ROSE ACADEMIES TRUST
SP00099,CHARLES DUNSTONE,135936,01/09/2009,TR00830,THE FULWOOD ACADEMY
SP00142,DAVID MELLER,135938,01/09/2009,TR00361,THE MELLER EDUCATIONAL TRUST
SP01568,FURNESS ACADEMIES TRUST,135940,01/09/2015,TR00831,FURNESS ACADEMIES TRUST
SP00598,UNIVERSITY OF CHESTER ACADEMIES TRUST,135941,01/09/2009,TR02347,UNIVERSITY OF CHESTER ACADEMIES TRUST
SP00451,DELTA ACADEMIES TRUST,135942,01/09/2009,TR01879,DELTA ACADEMIES TRUST
SP01544,THE CONSTELLATION TRUST,135945,01/05/2015,TR01939,THE CONSTELLATION TRUST
SP00190,DIOCESE OF ST ALBANS,135946,01/09/2009,TR00045,ALL SAINTS ACADEMY DUNSTABLE
SP00251,THE HABERDASHERS' LIVERY COMPANY,135951,01/09/2009,TR00933,HABERDASHERS' ASKE'S FEDERATION TRUST
SP00257,HARRIS FEDERATION,135955,01/09/2009,TR00968,HARRIS FEDERATION
SP00057,GRACE FOUNDATION,135956,01/09/2009,TR00883,GRACE ACADEMY
SP00003,ACADEMIES ENTERPRISE TRUST (AET),135957,01/09/2009,TR00008,ACADEMIES ENTERPRISE TRUST
SP00392,OASIS COMMUNITY LEARNING,135958,01/09/2009,TR01553,OASIS COMMUNITY LEARNING
SP00083,CABOT LEARNING FEDERATION,135959,01/09/2009,TR00367,CABOT LEARNING FEDERATION
SP00560,ORMISTON ACADEMIES TRUST,135960,01/09/2009,TR01577,ORMISTON ACADEMIES TRUST
SP00396,OUTWOOD GRANGE ACADEMIES TRUST,135961,01/09/2009,TR01585,OUTWOOD GRANGE ACADEMIES TRUST
SP00592,UNITED LEARNING TRUST,135962,01/09/2009,TR02343,UNITED LEARNING TRUST
SP00396,OUTWOOD GRANGE ACADEMIES TRUST,135963,01/09/2009,TR01585,OUTWOOD GRANGE ACADEMIES TRUST
SP00316,LEIGH ACADEMIES TRUST,135964,01/01/2017,TR01302,LEIGH ACADEMIES TRUST
SP00002,ARK SCHOOLS,135965,01/09/2009,TR00081,ARK SCHOOLS
SP00592,UNITED LEARNING TRUST,135966,01/09/2009,TR02343,UNITED LEARNING TRUST
SP00076,THE BROOKE WESTON TRUST,135967,07/09/2009,TR00327,THE BROOKE WESTON TRUST
SP00392,OASIS COMMUNITY LEARNING,135968,01/09/2009,TR01553,OASIS COMMUNITY LEARNING
SP00002,ARK SCHOOLS,135970,01/09/2009,TR00081,ARK SCHOOLS
SP00020,ARDEN MULTI ACADEMY TRUST,135971,01/05/2015,TR00078,ARDEN MULTI ACADEMY TRUST
SP00206,E-ACT,135973,01/09/2009,TR00699,E-ACT
SP00560,ORMISTON ACADEMIES TRUST,135979,01/09/2009,TR01577,ORMISTON ACADEMIES TRUST
SP00560,ORMISTON ACADEMIES TRUST,135980,01/09/2009,TR01577,ORMISTON ACADEMIES TRUST
SP00017,CLIFTON DIOCESE,136016,01/09/2011,TR00046,"ALL SAINTS' ACADEMY, CHELTENHAM"
SP00392,OASIS COMMUNITY LEARNING,136027,01/09/2010,TR01553,OASIS COMMUNITY LEARNING
SP00206,E-ACT,136032,04/01/2010,TR00699,E-ACT
SP00940,MALTBY LEARNING TRUST,136042,01/01/2010,TR01382,MALTBY LEARNING TRUST
SP01755,GRAHAM ARNOLD,136044,01/01/2010,TR02052,ST GEORGE'S ACADEMY TRUST
SP00256,HEART ACADEMIES TRUST,136085,01/11/2016,TR00165,HEART ACADEMIES TRUST
SP00203,DRAPERS COMPANY,136090,01/09/2010,TR00686,DRAPERS' MULTI-ACADEMY TRUST
SP01590,TRINITY ACADEMY HALIFAX (TAH),136094,01/07/2015,TR02674,TRINITY MULTI ACADEMY TRUST
SP00125,THE CO-OPERATIVE GROUP,136102,01/09/2010,TR00567,THE CO-OPERATIVE ACADEMIES TRUST
SP00075,BRITISH TELECOM,136105,01/09/2010,TR01384,GREATER MANCHESTER ACADEMIES TRUST
SP00571,SWALE ACADEMIES TRUST,136106,01/06/2017,TR02230,SWALE ACADEMIES TRUST
SP00603,THE UNIVERSITY OF KENT ACADEMIES TRUST,136107,01/09/2010,TR00324,THE UNIVERSITY OF KENT ACADEMIES TRUST
SP00567,THE THINKING SCHOOLS ACADEMY TRUST,136108,01/05/2015,TR02276,THE THINKING SCHOOLS ACADEMY TRUST
SP00206,E-ACT,136115,01/09/2010,TR00699,E-ACT
SP01596,THE DIOCESES OF LIVERPOOL JOINT CATHOLIC AND CHURCH OF ENGLAND ACADEMY TRUST,136119,01/11/2016,TR00746,THE LIVERPOOL JOINT CATHOLIC AND CHURCH OF ENGLAND ACADEMIES TRUST
SP00016,PORTSMOUTH AND WINCHESTER DIOCESAN ACADEMIES TRUST,136120,01/03/2012,TR00217,THE BISHOP OF WINCHESTER ACADEMY TRUST
SP00086,CANFORD SCHOOL,136125,01/09/2010,TR00262,THE BOURNE ACADEMY
SP00857,SIDNEY STRINGER ACADEMY TRUST,136126,01/08/2014,TR01916,SIDNEY STRINGER MULTI ACADEMY TRUST
SP00023,ASTON COMMUNITY EDUCATION TRUST (ACET),136127,01/05/2017,TR00105,ASTON COMMUNITY EDUCATION TRUST
SP00245,GORDON PHILLIPS (KNOLE ACADEMY),136128,01/09/2010,TR01258,KNOLE ACADEMY TRUST
SP00383,NORTHERN EDUCATION TRUST,136135,01/09/2010,TR01527,NORTHERN EDUCATION TRUST
SP00310,LANDAU FORTE CHARITABLE TRUST,136136,01/09/2010,TR01273,LANDAU FORTE CHARITABLE TRUST
SP00471,THE SKINNERS' COMPANY,136137,01/09/2010,TR01941,THE SKINNERS' ACADEMY
SP01845,TEESSIDE LEARNING TRUST,136139,01/11/2016,TR03615,TEESSIDE LEARNING TRUST
SP00492,THE SUTTON ACADEMY,136141,01/09/2010,TR02225,THE SUTTON ACADEMY
SP00161,DIOCESE OF EXETER,136142,01/09/2010,TR00764,"ALL SAINTS CHURCH OF ENGLAND ACADEMY, PLYMOUTH"
SP00560,ORMISTON ACADEMIES TRUST,136145,01/09/2010,TR01577,ORMISTON ACADEMIES TRUST
SP00383,NORTHERN EDUCATION TRUST,136146,01/09/2012,TR01527,NORTHERN EDUCATION TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),136147,01/09/2010,TR01335,LONDON ACADEMIES ENTERPRISE TRUST
SP00298,KING EDWARD VI FOUNDATION,136152,01/09/2010,TR03804,KING EDWARD VI ACADEMY TRUST BIRMINGHAM
SP00293,THE KEMNAL ACADEMIES TRUST,136156,01/04/2012,TR01192,THE KEMNAL ACADEMIES TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),136157,01/09/2010,TR01335,LONDON ACADEMIES ENTERPRISE TRUST
SP00382,THE MIDLAND ACADEMIES TRUST,136158,01/09/2010,TR01434,THE MIDLAND ACADEMIES TRUST
SP00010,ALDRIDGE EDUCATION,136164,01/09/2010,TR00628,ALDRIDGE EDUCATION
SP00608,UNIVERSITY OF PLYMOUTH,136166,01/09/2010,TR01400,MARINE ACADEMY PLYMOUTH
SP00350,"MERCERS COMPANY, THE",136172,01/09/2011,TR00952,HAMMERSMITH ACADEMY TRUST
SP00125,THE CO-OPERATIVE GROUP,136174,01/09/2010,TR00567,THE CO-OPERATIVE ACADEMIES TRUST
SP00087,CANTERBURY CHRIST CHURCH UNIVERSITY,136175,12/07/2016,TR00681,DOVER CHRIST CHURCH ACADEMY
SP00357,MINISTRY OF DEFENCE,136177,01/09/2010,TR00696,DYRMS - AN ACADEMY WITH MILITARY TRADITIONS
SP01783,MAGNA LEARNING PARTNERSHIP,136183,01/11/2017,TR02045,MAGNA LEARNING PARTNERSHIP
SP00711,THE FALLIBROOME ACADEMY,136184,01/09/2014,TR00770,THE FALLIBROOME TRUST
SP00560,ORMISTON ACADEMIES TRUST,136185,01/09/2010,TR01578,ORMISTON BOLINGBROKE ACADEMY TRUST
SP00560,ORMISTON ACADEMIES TRUST,136186,01/09/2010,TR01577,ORMISTON ACADEMIES TRUST
SP00560,ORMISTON ACADEMIES TRUST,136187,01/09/2010,TR01577,ORMISTON ACADEMIES TRUST
SP00579,TOLLBAR MULTI ACADEMY TRUST,136192,01/09/2010,TR02302,TOLLBAR MULTI ACADEMY TRUST
SP01311,RICHARD HUISH COLLEGE,136193,01/04/2015,TR03160,RICHARD HUISH TRUST
SP00418,THE PRIORY FEDERATION OF ACADEMIES,136194,01/09/2010,TR01688,THE PRIORY FEDERATION OF ACADEMIES
SP00682,BRIGHT TRIBE TRUST,136195,01/04/2015,TR00299,BRIGHT TRIBE TRUST
SP00155,THE DIOCESE OF CANTERBURY ACADEMIES COMPANY LIMITED,136197,01/09/2010,TR01178,"THE JOHN WALLIS CHURCH OF ENGLAND ACADEMY, ASHFORD"
SP00596,UNIVERSITY OF BRADFORD,136198,01/09/2010,TR02346,UNIVERSITY ACADEMY KEIGHLEY
SP00572,THE WHITE HORSE FEDERATION,136199,01/03/2015,TR02468,THE WHITE HORSE FEDERATION
SP01378,EDUCATION SOUTH WEST,136200,01/09/2014,TR01237,EDUCATION SOUTH WEST
SP00143,THE DAVID ROSS EDUCATION TRUST,136201,01/09/2010,TR00633,THE DAVID ROSS EDUCATION TRUST
SP00116,EASTERN MULTI-ACADEMY TRUST,136202,01/05/2012,TR00620,EASTERN MULTI-ACADEMY TRUST
SP01617,THE COLLEGIATE TRUST,136203,01/06/2018,TR01786,THE COLLEGIATE TRUST
SP00575,INSPIRATION TRUST,136204,01/09/2014,TR01149,INSPIRATION TRUST
SP00316,LEIGH ACADEMIES TRUST,136205,01/09/2010,TR01302,LEIGH ACADEMIES TRUST
SP00583,AMBITIONS ACADEMIES TRUST,136206,01/06/2015,TR02316,AMBITIONS ACADEMIES TRUST
SP00003,ACADEMIES ENTERPRISE TRUST (AET),136208,01/09/2010,TR00008,ACADEMIES ENTERPRISE TRUST
SP00050,BIRMINGHAM METROPOLITAN COLLEGE,136213,01/09/2010,TR00959,HARBORNE ACADEMY
SP00248,GREENWOOD ACADEMIES TRUST,136217,01/09/2010,TR00914,GREENWOOD ACADEMIES TRUST
SP00096,EDUCATION DEVELOPMENT TRUST,136261,01/01/2011,TR00429,CFBT SCHOOLS TRUST
SP01838,FOUR CS MAT,136266,01/09/2010,TR00088,FOUR CS MAT
TR00431,CHADWELL HEATH ACADEMY,136267,01/09/2010,TR00431,CHADWELL HEATH ACADEMY
SP00579,TOLLBAR MULTI ACADEMY TRUST,136268,01/09/2010,TR02302,TOLLBAR MULTI ACADEMY TRUST
TR02024,ST BURYAN ACADEMY PRIMARY SCHOOL,136269,01/09/2010,TR02024,ST BURYAN ACADEMY PRIMARY SCHOOL
SP00571,SWALE ACADEMIES TRUST,136270,01/09/2010,TR02230,SWALE ACADEMIES TRUST
SP00259,HARTISMERE FAMILY OF SCHOOLS,136271,01/09/2010,TR00975,HARTISMERE FAMILY OF SCHOOLS
TR02447,WESTCLIFF HIGH SCHOOL FOR BOYS LIMITED,136272,01/09/2010,TR02447,WESTCLIFF HIGH SCHOOL FOR BOYS LIMITED
TR00110,AUDENSHAW SCHOOL ACADEMY TRUST,136273,01/09/2010,TR00110,AUDENSHAW SCHOOL ACADEMY TRUST
TR00130,THE EXORDIUM TRUST,136274,06/09/2010,TR00130,THE EXORDIUM TRUST
